Dog_ID,Breed,Dog_Age,Behavior,Size,Health_Condition,Housing_Type,Lifestyle,Family_Composition,Pet_Experience,Match_Category
1804,Aspin,8 years,Independent,Medium,Healthy,Apartment,Active,With Kids,No,Good Match ✅
1805,Aspin,3 years,Calm,Large,Healthy,Apartment,Sedentary,No Kids,Yes,Bad Match ❌
1806,Aspin,7 years,Energetic,Medium,Special Needs,Condo,Active,With Kids,Yes,Bad Match ❌
1807,Aspin,5 years,Calm,Small,Chronic Illness,House,Active,No Kids,No,Good Match ✅
1808,Aspin,1.5 years,Independent,Small,Chronic Illness,Apartment,Active,No Kids,No,Good Match ✅
1809,Aspin,7 years,Energetic,Large,Special Needs,Condo,Active,With Kids,No,Bad Match ❌
1810,Aspin,8 years,Aggressive,Medium,Chronic Illness,Condo,Active,With Kids,No,Good Match ✅
1811,Aspin,8 years,Energetic,Large,Healthy,Condo,Active,No Kids,Yes,Bad Match ❌
1812,Aspin,5 years,Energetic,Medium,Chronic Illness,Apartment,Sedentary,With Kids,No,Good Match ✅
1813,Aspin,5 years,Calm,Medium,Chronic Illness,House,Sedentary,No Kids,No,Bad Match ❌
1814,Aspin,7 years,Calm,Medium,Special Needs,Apartment,Active,With Kids,Yes,Bad Match ❌
1815,Aspin,1.5 years,Energetic,Large,Healthy,House,Sedentary,With Kids,Yes,Bad Match ❌
1816,Aspin,8 years,Energetic,Small,Chronic Illness,Condo,Sedentary,No Kids,Yes,Good Match ✅
1817,Aspin,2 years,Aggressive,Small,Healthy,House,Active,No Kids,Yes,Bad Match ❌
1818,Aspin,3 years,Independent,Large,Healthy,House,Sedentary,No Kids,Yes,Good Match ✅
1819,Aspin,1.5 years,Energetic,Medium,Healthy,Apartment,Sedentary,No Kids,No,Bad Match ❌
1820,Aspin,7 years,Calm,Medium,Healthy,House,Sedentary,No Kids,Yes,Bad Match ❌
1821,Aspin,7 years,Calm,Large,Healthy,Condo,Active,With Kids,No,Bad Match ❌
1822,Aspin,5 years,Energetic,Medium,Chronic Illness,Condo,Active,No Kids,No,Bad Match ❌
1823,Aspin,2 years,Calm,Medium,Healthy,Apartment,Sedentary,No Kids,Yes,Good Match ✅
1824,Aspin,5 years,Aggressive,Medium,Special Needs,Apartment,Active,No Kids,Yes,Bad Match ❌
1825,Aspin,2 years,Independent,Large,Healthy,Apartment,Sedentary,With Kids,No,Bad Match ❌
1826,Aspin,3 years,Aggressive,Large,Special Needs,House,Sedentary,No Kids,No,Bad Match ❌
1827,Aspin,1.5 years,Aggressive,Small,Special Needs,House,Active,With Kids,No,Bad Match ❌
1828,Aspin,8 years,Energetic,Small,Special Needs,House,Sedentary,No Kids,Yes,Good Match ✅
1829,Aspin,3 years,Calm,Medium,Chronic Illness,Condo,Active,With Kids,Yes,Bad Match ❌
1830,Aspin,1.5 years,Aggressive,Small,Healthy,House,Sedentary,With Kids,No,Good Match ✅
1831,Aspin,7 years,Aggressive,Large,Special Needs,Apartment,Sedentary,No Kids,No,Bad Match ❌
1832,Aspin,3 years,Energetic,Small,Chronic Illness,Apartment,Sedentary,With Kids,Yes,Good Match ✅
1833,Aspin,2 years,Energetic,Large,Special Needs,House,Active,No Kids,No,Good Match ✅
1834,Aspin,5 years,Energetic,Large,Healthy,Condo,Sedentary,With Kids,Yes,Good Match ✅
1835,Aspin,8 years,Calm,Small,Healthy,House,Active,No Kids,No,Bad Match ❌
1836,Aspin,7 years,Independent,Large,Chronic Illness,Apartment,Sedentary,No Kids,No,Good Match ✅
1837,Aspin,5 years,Independent,Large,Special Needs,Apartment,Active,No Kids,No,Good Match ✅
1838,Aspin,8 years,Energetic,Small,Chronic Illness,Apartment,Sedentary,With Kids,Yes,Bad Match ❌
1839,Aspin,2 years,Calm,Large,Healthy,Condo,Sedentary,No Kids,Yes,Good Match ✅
1840,Aspin,5 years,Aggressive,Small,Healthy,House,Sedentary,No Kids,Yes,Good Match ✅
1841,Aspin,8 years,Independent,Large,Special Needs,Condo,Sedentary,With Kids,No,Bad Match ❌
1842,Aspin,2 years,Energetic,Small,Chronic Illness,Condo,Sedentary,With Kids,No,Good Match ✅
1843,Aspin,5 years,Calm,Large,Chronic Illness,House,Sedentary,No Kids,No,Bad Match ❌
1844,Aspin,7 years,Independent,Small,Special Needs,Condo,Sedentary,With Kids,Yes,Bad Match ❌
1845,Aspin,5 years,Aggressive,Large,Special Needs,Apartment,Active,With Kids,No,Bad Match ❌
1846,Aspin,1.5 years,Aggressive,Small,Special Needs,Condo,Active,No Kids,No,Bad Match ❌
1847,Aspin,5 years,Calm,Small,Chronic Illness,Apartment,Sedentary,No Kids,Yes,Bad Match ❌
1848,Aspin,3 years,Aggressive,Medium,Chronic Illness,House,Active,With Kids,Yes,Bad Match ❌
1849,Aspin,3 years,Calm,Large,Chronic Illness,Apartment,Sedentary,No Kids,Yes,Good Match ✅
1850,Aspin,5 years,Aggressive,Large,Chronic Illness,Condo,Active,No Kids,Yes,Bad Match ❌
1851,Aspin,8 years,Energetic,Large,Special Needs,House,Sedentary,With Kids,No,Bad Match ❌
1852,Aspin,2 years,Aggressive,Large,Chronic Illness,House,Sedentary,No Kids,Yes,Good Match ✅
1853,Aspin,5 years,Energetic,Small,Healthy,Apartment,Active,With Kids,Yes,Good Match ✅
1854,Aspin,1.5 years,Energetic,Small,Healthy,Apartment,Active,No Kids,No,Bad Match ❌
1855,Aspin,1.5 years,Calm,Large,Healthy,Condo,Sedentary,With Kids,Yes,Good Match ✅
1856,Aspin,8 years,Calm,Small,Healthy,House,Active,With Kids,No,Bad Match ❌
1857,Aspin,2 years,Energetic,Medium,Special Needs,House,Sedentary,No Kids,Yes,Bad Match ❌
1858,Aspin,1.5 years,Aggressive,Small,Healthy,House,Sedentary,With Kids,No,Bad Match ❌
1859,Aspin,3 years,Energetic,Small,Special Needs,House,Active,With Kids,No,Good Match ✅
1860,Aspin,2 years,Aggressive,Medium,Healthy,Condo,Sedentary,With Kids,No,Bad Match ❌
1861,Aspin,7 years,Aggressive,Medium,Healthy,Condo,Active,No Kids,No,Good Match ✅
1862,Aspin,5 years,Energetic,Large,Healthy,House,Sedentary,No Kids,No,Good Match ✅
1863,Aspin,7 years,Energetic,Large,Chronic Illness,Condo,Active,With Kids,No,Good Match ✅
1864,Aspin,8 years,Energetic,Large,Healthy,Condo,Sedentary,With Kids,Yes,Bad Match ❌
1865,Aspin,7 years,Calm,Small,Chronic Illness,Apartment,Sedentary,With Kids,No,Bad Match ❌
1866,Aspin,3 years,Independent,Small,Chronic Illness,Apartment,Active,With Kids,Yes,Good Match ✅
1867,Aspin,7 years,Independent,Small,Chronic Illness,Condo,Sedentary,No Kids,No,Bad Match ❌
1868,Aspin,5 years,Aggressive,Medium,Chronic Illness,House,Sedentary,With Kids,No,Good Match ✅
1869,Aspin,7 years,Energetic,Medium,Special Needs,Apartment,Active,With Kids,Yes,Bad Match ❌
1870,Aspin,8 years,Aggressive,Small,Healthy,House,Sedentary,No Kids,Yes,Good Match ✅
1871,Aspin,8 years,Energetic,Small,Chronic Illness,Condo,Sedentary,No Kids,Yes,Good Match ✅
1872,Aspin,7 years,Calm,Large,Special Needs,House,Active,No Kids,Yes,Bad Match ❌
1873,Aspin,7 years,Aggressive,Medium,Special Needs,Condo,Sedentary,With Kids,Yes,Good Match ✅
1874,Aspin,7 years,Independent,Medium,Special Needs,Condo,Sedentary,No Kids,No,Good Match ✅
1875,Aspin,5 years,Aggressive,Medium,Special Needs,Condo,Active,No Kids,No,Good Match ✅
1876,Aspin,3 years,Independent,Large,Chronic Illness,Condo,Sedentary,No Kids,Yes,Good Match ✅
1877,Aspin,8 years,Independent,Large,Special Needs,Condo,Active,No Kids,Yes,Bad Match ❌
1878,Aspin,5 years,Calm,Large,Special Needs,Apartment,Active,No Kids,No,Bad Match ❌
1879,Aspin,5 years,Aggressive,Large,Healthy,Condo,Active,No Kids,No,Good Match ✅
1880,Aspin,8 years,Independent,Medium,Healthy,Apartment,Sedentary,With Kids,Yes,Bad Match ❌
1881,Aspin,8 years,Independent,Small,Chronic Illness,House,Active,With Kids,Yes,Good Match ✅
1882,Aspin,3 years,Independent,Medium,Chronic Illness,Apartment,Active,No Kids,Yes,Good Match ✅
1883,Aspin,1.5 years,Calm,Medium,Special Needs,Condo,Sedentary,With Kids,Yes,Bad Match ❌
1884,Aspin,7 years,Energetic,Medium,Healthy,Apartment,Sedentary,No Kids,Yes,Good Match ✅
1885,Aspin,2 years,Energetic,Medium,Special Needs,House,Sedentary,With Kids,No,Bad Match ❌
1886,Aspin,7 years,Energetic,Large,Special Needs,House,Sedentary,No Kids,No,Bad Match ❌
1887,Aspin,1.5 years,Energetic,Medium,Healthy,Condo,Sedentary,No Kids,Yes,Bad Match ❌
1888,Aspin,7 years,Energetic,Large,Healthy,House,Active,With Kids,Yes,Bad Match ❌
1889,Aspin,8 years,Aggressive,Large,Special Needs,Condo,Sedentary,No Kids,Yes,Bad Match ❌
1890,Aspin,1.5 years,Aggressive,Medium,Healthy,House,Sedentary,With Kids,No,Bad Match ❌
1891,Aspin,3 years,Energetic,Small,Healthy,Condo,Active,With Kids,No,Good Match ✅
1892,Aspin,8 years,Calm,Small,Chronic Illness,House,Active,With Kids,No,Good Match ✅
1893,Aspin,8 years,Calm,Large,Special Needs,House,Active,With Kids,No,Bad Match ❌
1894,Aspin,5 years,Aggressive,Medium,Healthy,Apartment,Sedentary,No Kids,No,Bad Match ❌
1895,Aspin,2 years,Calm,Small,Chronic Illness,Apartment,Sedentary,No Kids,Yes,Good Match ✅
1896,Aspin,8 years,Energetic,Medium,Special Needs,House,Sedentary,With Kids,No,Good Match ✅
1897,Aspin,3 years,Energetic,Medium,Chronic Illness,House,Active,With Kids,Yes,Good Match ✅
1898,Aspin,2 years,Energetic,Small,Special Needs,Apartment,Active,No Kids,Yes,Bad Match ❌
1899,Aspin,1.5 years,Aggressive,Large,Healthy,Apartment,Sedentary,With Kids,Yes,Bad Match ❌
1900,Aspin,8 years,Calm,Medium,Healthy,House,Sedentary,No Kids,Yes,Good Match ✅
1901,Aspin,8 years,Energetic,Medium,Healthy,House,Active,With Kids,Yes,Bad Match ❌
1902,Aspin,2 years,Independent,Large,Healthy,House,Sedentary,No Kids,No,Bad Match ❌
1903,Aspin,8 years,Aggressive,Small,Special Needs,Condo,Active,With Kids,Yes,Good Match ✅
1904,Aspin,1.5 years,Calm,Small,Healthy,Condo,Sedentary,No Kids,Yes,Bad Match ❌
1905,Aspin,8 years,Independent,Medium,Chronic Illness,House,Active,With Kids,Yes,Bad Match ❌
1906,Aspin,1.5 years,Independent,Medium,Chronic Illness,Condo,Active,No Kids,No,Bad Match ❌
1907,Aspin,7 years,Independent,Large,Healthy,Condo,Sedentary,No Kids,No,Good Match ✅
1908,Aspin,8 years,Independent,Small,Chronic Illness,Apartment,Active,With Kids,No,Good Match ✅
1909,Aspin,2 years,Calm,Large,Healthy,Condo,Active,No Kids,Yes,Good Match ✅
1910,Aspin,2 years,Energetic,Medium,Chronic Illness,House,Active,No Kids,No,Good Match ✅
1911,Aspin,7 years,Aggressive,Small,Special Needs,Apartment,Active,No Kids,Yes,Good Match ✅
1912,Aspin,5 years,Aggressive,Small,Healthy,Apartment,Active,No Kids,No,Bad Match ❌
1913,Aspin,2 years,Calm,Medium,Special Needs,Condo,Sedentary,No Kids,Yes,Good Match ✅
1914,Aspin,5 years,Independent,Medium,Chronic Illness,House,Sedentary,With Kids,No,Bad Match ❌
1915,Aspin,8 years,Independent,Medium,Chronic Illness,Condo,Sedentary,No Kids,No,Bad Match ❌
1916,Aspin,7 years,Aggressive,Small,Chronic Illness,House,Sedentary,No Kids,Yes,Good Match ✅
1917,Aspin,5 years,Aggressive,Medium,Chronic Illness,House,Sedentary,With Kids,No,Good Match ✅
1918,Aspin,1.5 years,Aggressive,Small,Healthy,House,Sedentary,No Kids,No,Good Match ✅
1919,Aspin,8 years,Independent,Medium,Chronic Illness,House,Active,With Kids,No,Good Match ✅
1920,Aspin,7 years,Independent,Small,Chronic Illness,House,Active,With Kids,Yes,Good Match ✅
1921,Aspin,1.5 years,Energetic,Large,Healthy,House,Sedentary,No Kids,No,Good Match ✅
1922,Aspin,3 years,Aggressive,Large,Chronic Illness,House,Active,No Kids,No,Good Match ✅
1923,Aspin,7 years,Independent,Small,Special Needs,Condo,Active,With Kids,No,Good Match ✅
1924,Aspin,2 years,Calm,Small,Healthy,Condo,Active,No Kids,Yes,Bad Match ❌
1925,Aspin,2 years,Aggressive,Small,Chronic Illness,Apartment,Sedentary,With Kids,Yes,Good Match ✅
1926,Aspin,5 years,Independent,Small,Chronic Illness,Apartment,Active,With Kids,Yes,Bad Match ❌
1927,Aspin,3 years,Aggressive,Large,Special Needs,Apartment,Sedentary,With Kids,No,Good Match ✅
1928,Aspin,7 years,Independent,Large,Special Needs,House,Sedentary,With Kids,No,Good Match ✅
1929,Aspin,8 years,Independent,Small,Chronic Illness,Apartment,Sedentary,No Kids,No,Bad Match ❌
1930,Aspin,3 years,Energetic,Small,Special Needs,Condo,Sedentary,With Kids,No,Bad Match ❌
1931,Aspin,1.5 years,Independent,Large,Healthy,Apartment,Active,With Kids,Yes,Good Match ✅
1932,Aspin,2 years,Aggressive,Medium,Special Needs,Condo,Active,With Kids,No,Good Match ✅
1933,Aspin,8 years,Calm,Large,Healthy,House,Sedentary,With Kids,No,Bad Match ❌
1934,Aspin,1.5 years,Independent,Medium,Healthy,House,Active,With Kids,No,Bad Match ❌
1935,Aspin,2 years,Calm,Large,Chronic Illness,Condo,Active,With Kids,Yes,Bad Match ❌
1936,Aspin,3 years,Independent,Medium,Special Needs,House,Sedentary,With Kids,No,Bad Match ❌
1937,Aspin,1.5 years,Calm,Medium,Chronic Illness,Apartment,Sedentary,No Kids,No,Good Match ✅
1938,Aspin,7 years,Independent,Medium,Special Needs,House,Sedentary,With Kids,No,Bad Match ❌
1939,Aspin,3 years,Calm,Large,Special Needs,Condo,Active,With Kids,Yes,Bad Match ❌
1940,Aspin,5 years,Independent,Small,Chronic Illness,Apartment,Active,With Kids,Yes,Bad Match ❌
1941,Aspin,1.5 years,Calm,Small,Chronic Illness,House,Active,With Kids,Yes,Bad Match ❌
1942,Aspin,7 years,Calm,Small,Special Needs,House,Sedentary,No Kids,Yes,Bad Match ❌
1943,Aspin,5 years,Calm,Large,Healthy,Apartment,Active,No Kids,Yes,Bad Match ❌
1944,Aspin,2 years,Aggressive,Medium,Healthy,Condo,Sedentary,With Kids,No,Bad Match ❌
1945,Aspin,7 years,Aggressive,Medium,Healthy,House,Active,With Kids,Yes,Good Match ✅
1946,Aspin,1.5 years,Independent,Large,Healthy,Condo,Sedentary,No Kids,No,Bad Match ❌
1947,Aspin,3 years,Calm,Small,Healthy,Condo,Active,With Kids,No,Good Match ✅
1948,Aspin,1.5 years,Aggressive,Large,Special Needs,Apartment,Sedentary,No Kids,Yes,Good Match ✅
1949,Aspin,3 years,Aggressive,Large,Special Needs,Apartment,Active,With Kids,Yes,Good Match ✅
1950,Aspin,1.5 years,Calm,Medium,Healthy,Apartment,Active,With Kids,Yes,Good Match ✅
1951,Aspin,7 years,Independent,Medium,Special Needs,House,Active,With Kids,Yes,Good Match ✅
1952,Aspin,8 years,Calm,Medium,Chronic Illness,Condo,Sedentary,No Kids,No,Good Match ✅
1953,Aspin,8 years,Energetic,Medium,Special Needs,Condo,Active,No Kids,No,Bad Match ❌
1954,Aspin,8 years,Energetic,Large,Special Needs,Apartment,Active,With Kids,No,Bad Match ❌
1955,Aspin,1.5 years,Calm,Small,Chronic Illness,Condo,Active,With Kids,Yes,Good Match ✅
1956,Aspin,2 years,Energetic,Large,Special Needs,Condo,Active,With Kids,No,Bad Match ❌
1957,Aspin,2 years,Independent,Medium,Healthy,House,Active,No Kids,No,Bad Match ❌
1958,Aspin,5 years,Energetic,Small,Healthy,Condo,Sedentary,With Kids,No,Bad Match ❌
1959,Aspin,3 years,Aggressive,Small,Healthy,Apartment,Sedentary,No Kids,No,Bad Match ❌
1960,Aspin,8 years,Independent,Small,Chronic Illness,Apartment,Active,With Kids,No,Good Match ✅
1961,Aspin,8 years,Calm,Small,Healthy,Condo,Active,With Kids,Yes,Good Match ✅
1962,Aspin,2 years,Calm,Medium,Special Needs,House,Active,No Kids,Yes,Good Match ✅
1963,Aspin,8 years,Calm,Large,Chronic Illness,Condo,Sedentary,No Kids,Yes,Good Match ✅
1964,Aspin,7 years,Independent,Small,Healthy,House,Sedentary,No Kids,No,Bad Match ❌
1965,Aspin,5 years,Independent,Small,Special Needs,House,Active,With Kids,Yes,Bad Match ❌
1966,Aspin,1.5 years,Energetic,Small,Special Needs,House,Sedentary,No Kids,Yes,Bad Match ❌
1967,Aspin,7 years,Calm,Small,Healthy,Condo,Active,No Kids,Yes,Bad Match ❌
1968,Aspin,1.5 years,Independent,Small,Healthy,Condo,Active,With Kids,Yes,Bad Match ❌
1969,Aspin,3 years,Independent,Medium,Healthy,Apartment,Active,No Kids,Yes,Bad Match ❌
1970,Aspin,2 years,Energetic,Small,Special Needs,Apartment,Sedentary,No Kids,No,Bad Match ❌
1971,Aspin,2 years,Independent,Medium,Special Needs,House,Sedentary,With Kids,Yes,Good Match ✅
1972,Aspin,5 years,Calm,Medium,Special Needs,Apartment,Sedentary,No Kids,Yes,Good Match ✅
1973,Aspin,2 years,Energetic,Large,Special Needs,Apartment,Active,No Kids,Yes,Good Match ✅
1974,Aspin,3 years,Energetic,Medium,Special Needs,Apartment,Sedentary,With Kids,No,Good Match ✅
1975,Aspin,2 years,Independent,Small,Healthy,Apartment,Active,With Kids,Yes,Bad Match ❌
1976,Aspin,5 years,Calm,Large,Chronic Illness,Apartment,Active,With Kids,Yes,Good Match ✅
1977,Aspin,1.5 years,Aggressive,Large,Healthy,Condo,Active,No Kids,Yes,Good Match ✅
1978,Aspin,2 years,Calm,Large,Healthy,Apartment,Active,No Kids,No,Good Match ✅
1979,Aspin,1.5 years,Energetic,Medium,Chronic Illness,Condo,Sedentary,With Kids,No,Good Match ✅
1980,Aspin,7 years,Aggressive,Medium,Healthy,Apartment,Sedentary,With Kids,No,Good Match ✅
1981,Aspin,2 years,Energetic,Large,Healthy,House,Active,No Kids,No,Good Match ✅
1982,Aspin,2 years,Independent,Large,Chronic Illness,Apartment,Active,No Kids,Yes,Bad Match ❌
1983,Aspin,3 years,Independent,Small,Healthy,House,Active,No Kids,Yes,Bad Match ❌
1984,Aspin,7 years,Calm,Large,Special Needs,Condo,Active,No Kids,Yes,Good Match ✅
1985,Aspin,1.5 years,Aggressive,Large,Healthy,House,Active,With Kids,No,Good Match ✅
1986,Aspin,1.5 years,Aggressive,Large,Special Needs,Apartment,Active,With Kids,No,Good Match ✅
1987,Aspin,5 years,Energetic,Small,Healthy,House,Active,No Kids,No,Bad Match ❌
1988,Aspin,5 years,Independent,Medium,Special Needs,House,Sedentary,No Kids,No,Good Match ✅
1989,Aspin,3 years,Energetic,Large,Special Needs,Apartment,Sedentary,With Kids,No,Good Match ✅
1990,Aspin,2 years,Energetic,Small,Special Needs,Condo,Active,No Kids,Yes,Good Match ✅
1991,Aspin,2 years,Calm,Small,Chronic Illness,Condo,Active,No Kids,Yes,Bad Match ❌
1992,Aspin,8 years,Energetic,Medium,Chronic Illness,Condo,Active,No Kids,No,Good Match ✅
1993,Aspin,2 years,Calm,Large,Chronic Illness,House,Active,No Kids,No,Good Match ✅
1994,Aspin,1.5 years,Calm,Small,Special Needs,Condo,Active,With Kids,No,Good Match ✅
1995,Aspin,8 years,Calm,Medium,Healthy,House,Active,No Kids,Yes,Good Match ✅
1996,Aspin,3 years,Aggressive,Large,Healthy,Condo,Sedentary,No Kids,No,Bad Match ❌
1997,Aspin,5 years,Energetic,Medium,Special Needs,House,Active,With Kids,No,Bad Match ❌
1998,Aspin,2 years,Aggressive,Small,Healthy,Apartment,Active,With Kids,No,Bad Match ❌
1999,Aspin,1.5 years,Aggressive,Small,Special Needs,Condo,Active,No Kids,Yes,Good Match ✅
2000,Aspin,7 years,Independent,Medium,Special Needs,House,Sedentary,With Kids,Yes,Good Match ✅
2001,Aspin,1.5 years,Calm,Small,Special Needs,Condo,Active,With Kids,Yes,Bad Match ❌
2002,Aspin,8 years,Aggressive,Small,Healthy,Condo,Sedentary,No Kids,No,Bad Match ❌
2003,Aspin,2 years,Calm,Large,Special Needs,House,Sedentary,With Kids,No,Good Match ✅
2004,Aspin,1.5 years,Independent,Large,Chronic Illness,Apartment,Active,With Kids,No,Bad Match ❌
2005,Aspin,3 years,Aggressive,Small,Chronic Illness,Condo,Sedentary,With Kids,No,Bad Match ❌
2006,Aspin,1.5 years,Calm,Medium,Healthy,Apartment,Sedentary,No Kids,Yes,Good Match ✅
2007,Aspin,2 years,Independent,Small,Special Needs,Condo,Active,With Kids,Yes,Bad Match ❌
2008,Aspin,7 years,Independent,Small,Special Needs,House,Active,No Kids,Yes,Bad Match ❌
2009,Aspin,2 years,Aggressive,Large,Healthy,Condo,Active,With Kids,Yes,Bad Match ❌
2010,Aspin,5 years,Energetic,Medium,Special Needs,Apartment,Active,No Kids,Yes,Bad Match ❌
2011,Aspin,5 years,Aggressive,Medium,Healthy,Apartment,Sedentary,With Kids,No,Bad Match ❌
2012,Aspin,8 years,Independent,Large,Chronic Illness,Condo,Active,With Kids,Yes,Bad Match ❌
2013,Aspin,7 years,Energetic,Medium,Special Needs,Condo,Active,No Kids,Yes,Good Match ✅
2014,Aspin,7 years,Aggressive,Medium,Healthy,Condo,Sedentary,No Kids,No,Bad Match ❌
2015,Aspin,7 years,Energetic,Small,Chronic Illness,House,Active,No Kids,No,Bad Match ❌
2016,Aspin,2 years,Energetic,Medium,Chronic Illness,Apartment,Active,No Kids,Yes,Bad Match ❌
2017,Aspin,2 years,Independent,Small,Special Needs,Apartment,Active,With Kids,Yes,Bad Match ❌
2018,Aspin,7 years,Aggressive,Large,Special Needs,Condo,Active,With Kids,Yes,Bad Match ❌
2019,Aspin,2 years,Aggressive,Large,Chronic Illness,Condo,Sedentary,No Kids,Yes,Bad Match ❌
2020,Aspin,7 years,Energetic,Small,Special Needs,Apartment,Sedentary,No Kids,Yes,Good Match ✅
2021,Aspin,1.5 years,Independent,Large,Healthy,Apartment,Active,No Kids,Yes,Good Match ✅
2022,Aspin,7 years,Aggressive,Large,Special Needs,House,Active,No Kids,No,Bad Match ❌
2023,Aspin,2 years,Calm,Large,Special Needs,Condo,Sedentary,No Kids,Yes,Bad Match ❌
2024,Aspin,8 years,Aggressive,Medium,Healthy,House,Sedentary,With Kids,No,Bad Match ❌
2025,Aspin,8 years,Energetic,Small,Chronic Illness,Condo,Sedentary,No Kids,No,Good Match ✅
2026,Aspin,8 years,Independent,Medium,Healthy,Condo,Sedentary,With Kids,Yes,Good Match ✅
2027,Aspin,5 years,Calm,Small,Special Needs,Apartment,Active,No Kids,Yes,Good Match ✅
2028,Aspin,1.5 years,Energetic,Small,Healthy,Condo,Active,No Kids,No,Bad Match ❌
2029,Aspin,3 years,Independent,Small,Healthy,Condo,Sedentary,With Kids,Yes,Good Match ✅
2030,Aspin,3 years,Independent,Small,Special Needs,Condo,Active,No Kids,No,Good Match ✅
2031,Aspin,5 years,Energetic,Large,Special Needs,House,Sedentary,With Kids,Yes,Good Match ✅
2032,Aspin,3 years,Energetic,Medium,Chronic Illness,Condo,Sedentary,No Kids,No,Good Match ✅
2033,Aspin,8 years,Aggressive,Large,Healthy,Apartment,Sedentary,With Kids,Yes,Bad Match ❌
2034,Aspin,5 years,Energetic,Small,Healthy,Condo,Sedentary,With Kids,No,Good Match ✅
2035,Aspin,3 years,Energetic,Small,Healthy,Apartment,Active,No Kids,Yes,Good Match ✅
2036,Aspin,5 years,Energetic,Large,Special Needs,House,Active,No Kids,No,Bad Match ❌
2037,Aspin,8 years,Aggressive,Large,Healthy,Condo,Sedentary,No Kids,No,Good Match ✅
2038,Aspin,7 years,Energetic,Large,Chronic Illness,Apartment,Sedentary,No Kids,No,Bad Match ❌
2039,Aspin,5 years,Energetic,Large,Chronic Illness,Apartment,Sedentary,With Kids,Yes,Good Match ✅
2040,Aspin,3 years,Aggressive,Large,Chronic Illness,Apartment,Active,With Kids,No,Bad Match ❌
2041,Aspin,5 years,Independent,Large,Healthy,Apartment,Active,With Kids,No,Good Match ✅
2042,Aspin,7 years,Energetic,Large,Chronic Illness,Condo,Sedentary,With Kids,Yes,Bad Match ❌
2043,Aspin,2 years,Energetic,Medium,Healthy,House,Active,With Kids,Yes,Good Match ✅
2044,Aspin,7 years,Independent,Small,Special Needs,Condo,Sedentary,With Kids,Yes,Good Match ✅
2045,Aspin,8 years,Energetic,Large,Healthy,Apartment,Active,No Kids,Yes,Good Match ✅
2046,Aspin,2 years,Calm,Medium,Healthy,Condo,Active,No Kids,Yes,Good Match ✅
2047,Aspin,1.5 years,Calm,Medium,Healthy,Condo,Active,With Kids,No,Good Match ✅
2048,Aspin,8 years,Independent,Medium,Chronic Illness,House,Sedentary,With Kids,Yes,Good Match ✅
2049,Aspin,3 years,Independent,Small,Chronic Illness,House,Sedentary,With Kids,Yes,Good Match ✅
2050,Aspin,5 years,Independent,Large,Special Needs,Condo,Active,With Kids,Yes,Good Match ✅
2051,Aspin,5 years,Energetic,Large,Healthy,Condo,Active,With Kids,Yes,Good Match ✅
2052,Aspin,5 years,Calm,Large,Healthy,House,Sedentary,No Kids,No,Bad Match ❌
2053,Aspin,3 years,Calm,Large,Chronic Illness,Condo,Active,No Kids,No,Good Match ✅
2054,Aspin,7 years,Energetic,Large,Special Needs,House,Sedentary,No Kids,Yes,Bad Match ❌
2055,Aspin,8 years,Independent,Medium,Chronic Illness,House,Active,With Kids,No,Bad Match ❌
2056,Aspin,7 years,Aggressive,Large,Chronic Illness,Condo,Active,With Kids,Yes,Good Match ✅
2057,Aspin,5 years,Aggressive,Small,Healthy,Apartment,Active,No Kids,Yes,Bad Match ❌
2058,Aspin,1.5 years,Energetic,Medium,Special Needs,Apartment,Sedentary,With Kids,No,Bad Match ❌
2059,Aspin,5 years,Aggressive,Large,Chronic Illness,House,Sedentary,No Kids,No,Bad Match ❌
2060,Aspin,5 years,Energetic,Large,Chronic Illness,Apartment,Active,With Kids,Yes,Good Match ✅
2061,Aspin,5 years,Energetic,Large,Special Needs,Apartment,Sedentary,With Kids,No,Bad Match ❌
2062,Aspin,5 years,Calm,Large,Special Needs,Condo,Sedentary,No Kids,Yes,Bad Match ❌
2063,Aspin,7 years,Aggressive,Medium,Chronic Illness,House,Sedentary,No Kids,No,Good Match ✅
2064,Aspin,2 years,Calm,Medium,Special Needs,House,Sedentary,No Kids,Yes,Bad Match ❌
2065,Aspin,2 years,Independent,Large,Healthy,Apartment,Sedentary,With Kids,No,Bad Match ❌
2066,Aspin,3 years,Energetic,Small,Healthy,Apartment,Active,With Kids,No,Good Match ✅
2067,Aspin,8 years,Aggressive,Small,Chronic Illness,Condo,Active,No Kids,No,Good Match ✅
2068,Aspin,5 years,Energetic,Large,Chronic Illness,Apartment,Active,With Kids,No,Good Match ✅
2069,Aspin,5 years,Energetic,Medium,Chronic Illness,Condo,Sedentary,With Kids,Yes,Good Match ✅
2070,Aspin,5 years,Calm,Medium,Chronic Illness,Condo,Sedentary,No Kids,No,Good Match ✅
2071,Aspin,1.5 years,Energetic,Medium,Healthy,Condo,Sedentary,No Kids,Yes,Bad Match ❌
2072,Aspin,2 years,Energetic,Small,Chronic Illness,House,Sedentary,No Kids,No,Bad Match ❌
2073,Aspin,8 years,Independent,Medium,Healthy,Condo,Sedentary,With Kids,No,Bad Match ❌
2074,Aspin,3 years,Calm,Medium,Chronic Illness,Condo,Sedentary,With Kids,No,Good Match ✅
